station_number, station_name, measurement_height, latitude, longitude, readings_from, readings_to, elevation
155970,Hemavan Flygplats,2,65.8077,15.0854,1/1/2008 0:00,10/1/2016 11:00,458
156730,Långvattnet,2,65.1049,16.6919,1/1/1961 0:00,1/31/1999 23:59,420
156770,Dikanäs,2,65.2365,15.9883,9/1/1966 0:00,12/31/1980 23:59,485
156790,Dikanäs Skansnäs,2,65.3235,16.0353,8/1/1983 0:00,3/13/2000 23:59,525
156850,Danasjö,2,65.5374,16.5393,7/1/1978 0:00,7/31/2002 23:59,652
156940,Vindel-Björkheden,2,65.8211,16.7114,10/1/1977 0:00,1/31/1996 23:59,350
156990,Ammarnäs,2,65.9744,16.2283,11/1/1991 0:00,8/31/2000 23:59,440
157720,Stensele,2,65.0706,17.1536,9/20/1983 0:00,12/31/2004 23:59,325
157860,Sorsele,2,65.5354,17.5225,10/14/1997 0:00,9/30/2016 23:59,360
157870,Buresjön A,2,65.5592,17.86,10/26/1995 0:00,10/1/2016 11:00,393
157930,Vindel-Storsjö,2,65.7666,17.05,1/1/1965 0:00,8/31/1977 23:59,345
158740,Malå-Brännan A,2,65.1522,18.5974,12/15/1995 0:00,10/1/2016 11:00,363
158750,Malå,2,65.1808,18.7431,11/1/1991 0:00,9/30/2016 23:59,320
158850,Storberg,2,65.5085,18.9505,1/1/1951 0:00,8/31/1995 23:59,453
158990,Abraur,2,65.9867,18.9236,2/1/1996 0:00,8/31/2016 23:59,370
159680,Saltmyran,2,65.4166,19.5,4/1/1963 0:00,8/31/1964 23:59,350
159770,Glommersträsk,2,65.278,19.6673,10/1/1993 0:00,9/30/2016 23:59,395
159880,Arvidsjaur A,2,65.5953,19.2682,2/1/1996 0:00,10/1/2016 11:00,382
159970,Suddesjaur,2,65.8952,19.0929,1/1/1951 0:00,6/30/1991 23:59,342
160740,Fällfors,2,65.1317,20.7891,11/1/1959 0:00,12/31/1995 23:59,195
160750,Fällfors Mo,2,65.1089,20.7652,5/1/1996 0:00,6/30/2005 23:59,195
160790,Myrheden,2,65.2984,20.2124,1/1/1955 0:00,6/30/1984 23:59,250
160800,Fagerheden,2,65.3373,20.9026,12/1/1950 0:00,12/31/1950 23:59,220
160890,Älvsbyn M,2,65.6935,20.9858,3/1/1972 0:00,4/30/1995 23:59,47
160960,Vidsel,2,65.8801,20.1315,3/1/1965 0:00,8/31/2016 23:59,180
160970,Vidsel Mo,2,65.8769,20.1543,5/1/1996 0:00,10/1/2016 11:00,182
161650,Hednoret,2,65.8333,21.55,1/1/1961 0:00,6/30/1963 23:59,27
161660,Brännbergs försöksgård,2,65.8,21.2666,1/1/1962 0:00,9/30/1962 23:59,88
161670,Rönnskär,2,65.0333,21.5666,1/1/1951 0:00,8/31/1969 23:59,5
161680,Sunderbyn,2,65.7,21.85,1/1/1961 0:00,12/31/1968 23:59,20
161710,Pite-Rönnskär A,2,65.035,21.5655,12/15/1995 0:00,10/1/2016 11:00,4
161770,Pitsund,2,65.23,21.52,9/1/1964 0:00,6/30/1972 23:59,8
161780,Haraholmen,2,65.2391,21.6317,9/1/1973 0:00,7/31/1988 23:59,4
161790,Piteå,2,65.3156,21.4907,1/1/1961 0:00,6/30/1998 23:59,6
161890,Älvsbyn M,2,65.68,20.97,5/1/1966 0:00,12/31/1968 23:59,50
161910,Älvsbyn A,2,65.6702,21.0662,10/18/1995 0:00,10/1/2016 11:00,40
161920,Sävast V,2,65.75272,21.76498,12/1/2010 0:00,10/1/2016 11:00,9
161940,Boden Mo,2,65.8151,21.6396,3/1/2010 0:00,10/1/2016 11:00,25
162790,Rödkallen A,2,65.3131,22.3753,4/1/1996 0:00,10/1/2016 11:00,1
162800,Farstugrunden Aut,2,65.33,22.75,2/1/1981 0:00,12/21/1995 23:59,1
162860,Luleå Flygplats,2,65.5434,22.1193,1/1/1951 0:00,10/1/2016 11:00,17
162870,Luleå-Bergnäset,2,65.5762,22.109,9/16/2002 0:00,9/30/2016 23:59,12
162880,Luleå,2,65.62,22.1307,1/1/1961 0:00,6/30/1988 23:59,5
162970,Högsön,2,65.8849,22.3961,1/1/1961 0:00,8/31/1981 23:59,8
162980,Orrbyn,2,65.9446,22.116,10/1/1997 0:00,7/1/2011 23:59,15
163680,Björkfors,2,65.9166,23.4666,12/1/1945 0:00,6/30/1963 23:59,10
163690,Kalix,2,65.85,23.2,1/1/1951 0:00,10/31/1969 23:59,6
163900,Storön A,2,65.6982,23.1005,1/1/1996 0:00,10/1/2016 11:00,4
163920,Storöhamn,2,65.7306,23.0924,12/1/1969 0:00,12/31/1995 23:59,7
163950,Haparanda,2,65.8367,24.113,7/1/2009 0:00,1/1/2013 23:59,5
163960,Haparanda A,2,65.8249,24.1162,11/1/2008 0:00,10/1/2016 11:00,16
166810,Jäckvik,2,66.3824,16.9959,1/1/1961 0:00,9/30/1986 23:59,430
166870,Vuoggatjålme,2,66.5759,16.3511,1/1/1965 0:00,12/31/1995 23:59,500
166900,Mierkenies,2,66.6798,16.1137,1/1/1990 0:00,10/31/1996 23:59,600
166910,Mierkenis A,2,66.6815,16.1088,11/1/1996 0:00,10/1/2016 11:00,614
166940,Lillviken-Roparudden V,2,66.48603,16.41734,4/1/1996 0:00,10/1/2016 11:00,483
167710,Arjeplog A,2,66.0456,17.8671,1/1/1961 0:00,10/31/1989 23:59,430
167730,Laisvallsby,2,66.1347,17.1748,10/1/1973 0:00,6/30/1982 23:59,460
167800,Jäkkvik V,2,66.32417,17.09442,12/1/2010 0:00,10/1/2016 11:00,552
167860,Stenudden,2,66.5343,17.6677,10/1/1965 0:00,1/31/1990 23:59,453
167980,Kvikkjokk-Årrenjarka,2,66.8876,18.0179,6/1/1997 0:00,3/31/2013 23:59,314
167990,Kvikkjokk-Årrenjarka A,2,66.8888,18.0234,11/1/2008 0:00,10/1/2016 11:00,320
168910,Karats,2,66.6932,18.8146,2/1/1974 0:00,7/31/1974 23:59,414
169790,Tjåkaape Mo,2,66.3002,19.2,5/1/2006 0:00,10/1/2016 11:00,581
169860,Vajmat V,2,66.50502,19.67495,3/1/1996 0:00,10/1/2016 11:00,325
169880,Jokkmokk,2,66.6135,19.8316,1/1/2010 0:00,9/30/2016 23:59,240
169930,Randijaur,2,66.761,19.3168,1/1/1967 0:00,2/28/1973 23:59,290
170670,Harads,2,66.0833,20.9666,1/1/1965 0:00,4/30/1970 23:59,35
170680,Sarkavara,2,66.7374,20.3605,1/1/1962 0:00,8/31/1963 23:59,385
170690,Nattavara,2,66.7666,20.9666,1/1/1962 0:00,8/31/1963 23:59,330
170790,Sudok,2,66.3006,20.424,9/1/1975 0:00,4/30/1995 23:59,170
170850,Murjek,2,66.48,20.9,6/1/1961 0:00,2/29/1968 23:59,245
170860,Jokkmokk Flygplats Mo,2,66.499,20.131,3/1/2000 0:00,10/1/2016 11:00,275
170930,Nattavaara A,2,66.7529,20.9281,4/1/1996 0:00,10/1/2016 11:00,327
171790,Lakaträsk A,2,66.2801,21.133,11/21/1995 0:00,10/1/2016 11:00,185
171810,Pålkem,2,66.3888,21.6098,2/1/1962 0:00,12/31/1985 23:59,265
171820,Pålkem M,2,66.3855,21.6167,5/1/1970 0:00,10/31/2000 23:59,261
171920,Nattavaara by,2,66.7586,21.0537,2/1/1990 0:00,9/30/1991 23:59,350
172680,Naisheden,2,66.5333,22.3666,1/1/1951 0:00,6/30/1962 23:59,95
172770,Överkalix-Svartbyn A,2,66.263,22.8472,12/1/1995 0:00,10/1/2016 11:00,61
172790,Överkalix-Svartbyn,2,66.2833,22.85,7/9/1962 0:00,2/28/1975 23:59,50
172920,Markusvinsa,2,66.7265,22.9001,5/1/2002 0:00,9/30/2016 23:59,164
172940,Paharova A,2,66.8107,22.336,12/1/1995 0:00,10/1/2016 11:00,228
173810,Övertorneå,2,66.3862,23.622,6/1/2001 0:00,9/30/2016 23:59,75
173900,Ylinenjärvi A,2,66.6235,23.468,12/15/1995 0:00,10/1/2016 11:00,132
173960,Korpilombolo M,2,66.8542,23.0571,3/1/1966 0:00,8/31/1995 23:59,178
176800,Staloluokta,2,67.4083,16.4199,9/1/1989 0:00,10/31/1994 23:59,600
177920,Ritsem,2,67.7261,17.4718,3/1/1981 0:00,1/31/1998 23:59,521
177930,Ritsem A,2,67.7262,17.4711,9/1/1997 0:00,10/1/2016 11:00,532
178680,Saltoluokta,2,67.3833,18.55,2/1/1962 0:00,4/30/1962 23:59,393
178740,Aktse,2,67.1498,18.3061,1/1/1961 0:00,9/30/1981 23:59,530
178790,Aluokta,2,67.3094,18.9011,2/1/1993 0:00,9/30/2003 23:59,385
178820,Björkudden,2,67.3956,18.7156,4/1/2004 0:00,9/30/2016 23:59,376
178850,Satis,2,67.5009,18.3911,9/1/1980 0:00,6/30/1995 23:59,425
178860,Stora Sjöfallet A,2,67.4964,18.2943,3/1/1996 0:00,10/1/2016 11:00,425
178970,Tarfala A,2,67.9113,18.6068,11/1/1995 0:00,10/1/2016 11:00,1150
179740,Ålloluokta,2,67.1261,19.4976,7/1/1978 0:00,12/31/2004 23:59,370
179950,Nikkaluokta,2,67.8488,19.0233,1/1/1965 0:00,12/31/1988 23:59,470
179960,Nikkaluokta A,2,67.8488,19.0233,12/1/1988 0:00,10/31/1995 23:59,470
180690,Kiruna,2,67.85,20.2333,1/1/1963 0:00,12/31/1964 23:59,505
180730,Gällivare,2,67.1429,20.6586,7/1/1971 0:00,1/31/1978 23:59,365
180740,Gällivare Flygplats,2,67.1358,20.8144,4/18/1971 0:00,2/29/1992 23:59,312
180750,Malmberget,2,67.1705,20.6686,1/1/1949 0:00,1/12/1964 23:59,393
180760,Gällivare A,2,67.1421,20.6455,12/15/1995 0:00,10/1/2016 11:00,359
180770,Latnivaara A,2,67.2564,20.2747,11/21/1995 0:00,10/1/2016 11:00,453
180940,Kiruna Flygplats,2,67.827,20.3387,1/1/1996 0:00,10/1/2016 11:00,459
181890,Svappavaara,2,67.6501,21.0558,7/1/1974 0:00,6/30/1986 23:59,327
181900,Vittangi,2,67.6943,21.6335,8/1/2009 0:00,9/30/2016 23:59,250
181970,Esrange,2,67.8911,21.0846,10/1/2004 0:00,9/30/2016 23:59,328
182720,Kompelusvaara,2,67.0919,22.2178,1/1/1965 0:00,2/28/1985 23:59,263
182810,Saittarova A,2,67.3376,22.2334,12/15/1995 0:00,10/1/2016 11:00,240
182910,Parkalompolo A,2,67.7315,22.8266,12/15/1995 0:00,10/1/2016 11:00,312
182930,Lainio,2,67.7615,22.3518,10/1/1980 0:00,8/31/2016 23:59,315
183750,Pajala A,2,67.2049,23.3952,1/1/2008 0:00,10/1/2016 11:00,171
183760,Pajala,2,67.2101,23.3928,12/21/1962 0:00,7/3/2008 23:59,168
183980,Muodoslompolo,2,67.9443,23.4441,1/1/1965 0:00,1/31/1996 23:59,240
188790,Abisko Aut,2,68.3555,18.8211,4/1/1985 0:00,2/28/1997 23:59,388
188800,Abisko,2,68.3557,18.8206,1/1/1966 0:00,8/31/2016 23:59,388
188810,Vassijaure,2,68.4316,18.2839,9/1/1986 0:00,4/30/1993 23:59,537
188820,Katterjåkk,2,68.4218,18.1698,3/1/1972 0:00,9/30/2016 23:59,515
188830,Riksgränsen,2,68.4284,18.1302,1/1/1949 0:00,8/31/1972 23:59,508
188840,Tornehamn Aut,2,68.4324,18.6281,9/1/1986 0:00,4/1/1993 6:00,512
188850,Katterjåkk A,2,68.4217,18.1719,11/1/2008 0:00,10/1/2016 11:00,516
189720,Rensjön A,2,68.0745,19.8392,12/15/1995 0:00,10/1/2016 11:00,493
189760,Torneträsk,2,68.2201,19.7123,9/1/1971 0:00,4/30/1995 23:59,393
189780,Kattuvuoma,2,68.2833,19.9,1/1/1965 0:00,9/30/1971 23:59,355
191720,Nedre Soppero V,2,68.04398,21.75496,3/1/1996 0:00,10/1/2016 11:00,355
191900,Naimakka,2,68.6779,21.5277,1/1/1965 0:00,1/31/1996 23:59,403
191910,Naimakka A,2,68.6777,21.5274,10/26/1995 0:00,10/1/2016 11:00,402
192710,Lannavaara,2,68.0502,21.9814,1/1/1965 0:00,6/30/1983 23:59,630
192830,Karesuando,2,68.4421,22.4502,12/8/1998 0:00,8/31/2012 23:59,330
192840,Karesuando A,2,68.4432,22.4488,11/1/2008 0:00,10/1/2016 11:00,330
52230,Falsterbo,2,55.3836,12.8203,1/1/1949 0:00,10/1/2016 6:00,5
52240,Falsterbo A,2,55.3838,12.819,7/1/2009 0:00,10/1/2016 6:00,5
52350,Malmö A,2,55.6049,12.9843,1/1/1990 0:00,10/31/1995 23:59,3
52360,Oskarsgrundet No,2,55.597,12.8575,5/1/1985 0:00,6/17/1999 23:59,1
52510,Örja Aut,2,55.8798,12.8705,7/1/1986 0:00,12/31/1992 23:59,11
52550,Ven,2,55.9,12.7166,9/1/1968 0:00,1/31/1972 23:59,40
53180,Rynge V,2,55.47411,13.66833,3/1/1996 0:00,10/1/2016 6:00,48
53200,Smygehuk,2,55.3376,13.3563,1/1/1951 0:00,6/30/1988 23:59,5
53220,Maglarp Aut,2,55.384,13.0595,5/1/1984 0:00,10/17/1995 18:00,17
53250,Jordberga,2,55.4114,13.4001,1/1/1961 0:00,12/31/1974 23:59,40
53260,Ystad,2,55.441,13.8278,9/17/1963 0:00,8/31/1983 23:59,32
53300,Sturup,2,55.5231,13.3787,1/1/2008 0:00,10/1/2016 6:00,72
53360,Malmö,2,55.6093,13.0817,11/1/1972 0:00,6/30/1980 23:59,5
53370,Malmö 2,2,55.6048,12.9841,1/1/1951 0:00,4/30/1964 23:59,3
53430,Lund,2,55.693,13.229,12/7/1992 0:00,9/30/2016 23:59,25
53440,Lund Lth,2,55.7142,13.2152,7/1/1990 0:00,3/8/1999 23:59,73
53470,Örtofta,2,55.7833,13.25,1/1/1961 0:00,12/31/1974 23:59,20
53510,Trollenäs,2,55.8666,13.25,8/1/1971 0:00,1/31/1973 23:59,55
53530,Hörby A,2,55.8633,13.6689,8/1/1995 0:00,10/1/2016 6:00,114
53540,Stehag,2,55.9033,13.3995,1/1/1961 0:00,7/31/1989 23:59,60
53560,Svalöv,2,55.9081,13.1174,1/1/1961 0:00,12/31/1989 23:59,72
53630,Hököpinge,2,55.5,13.0166,2/1/1962 0:00,8/31/1968 23:59,17
53640,Alnarp,2,55.65,13.0833,1/1/1961 0:00,2/28/1969 23:59,10
53650,Björka,2,55.7,13.6333,1/1/1951 0:00,5/31/1970 23:59,32
53770,Arlöv sockerbruk,2,55.6333,13.0667,1/1/1945 0:00,12/31/1948 23:59,3
54230,Sandhammaren,2,55.3872,14.1947,8/1/1966 0:00,9/30/1995 23:59,4
54290,Skillinge A,2,55.4889,14.3172,10/1/1995 0:00,10/1/2016 6:00,4
54300,Bollerup,2,55.4907,14.0476,1/1/1961 0:00,8/31/2016 23:59,55
54330,Simrishamn,2,55.5449,14.3578,8/1/1971 0:00,10/31/1996 23:59,8
54390,Sankt Olof,2,55.6402,14.1273,9/1/1979 0:00,12/31/1985 23:59,130
54400,Stenshuvud,2,55.6646,14.2595,9/1/1972 0:00,5/31/1981 23:59,112
54550,Kristianstad everöd,2,55.9245,14.0842,1/1/1962 0:00,12/31/1995 23:59,17
54990,Kristianstad V,2,56.02391,14.10272,12/1/2010 0:00,10/1/2016 6:00,7
55570,Utklippan A,2,55.9557,15.7077,5/1/1996 0:00,10/1/2016 6:00,3
62030,Helsingborg,2,56.0431,12.6906,8/1/1972 0:00,7/31/1995 23:59,5
62040,Helsingborg A,2,56.0304,12.7653,8/1/1995 0:00,10/1/2016 6:00,43
62080,Hasslarp,2,56.1333,12.8166,1/1/1961 0:00,12/31/1974 23:59,10
62130,Munka-Ljungby,2,56.2287,12.9834,5/1/2002 0:00,9/30/2014 23:59,20
62140,Nyhamnsläge,2,56.2451,12.5438,3/1/1998 0:00,8/31/2016 23:59,13
62180,Barkåkra,2,56.2979,12.8441,1/1/2008 0:00,10/1/2016 6:00,18
62190,Kullen,2,56.3012,12.454,1/1/1951 0:00,2/28/1998 23:59,72
62250,Hunnestorp V,2,56.40404,12.94361,3/1/1996 0:00,10/1/2016 6:00,159
62260,Hallands Väderö A,2,56.4495,12.547,8/1/1995 0:00,10/1/2016 6:00,10
62390,Halmstad,2,56.675,12.9247,5/1/2002 0:00,12/31/2004 23:59,25
62400,Halmstad,2,56.6737,12.9242,1/1/2006 0:00,9/30/2016 23:59,24
62410,Halmstad Flygflottilj,2,56.6833,12.8332,1/1/1951 0:00,6/30/1955 23:59,25
62520,Falkenberg,2,56.8994,12.4798,12/1/1998 0:00,6/30/2003 23:59,5
62530,Eftra-Broen V,2,56.8865,12.6739,3/1/1996 0:00,12/31/1996 23:59,50
62550,Glommen,2,56.9303,12.3579,7/1/1970 0:00,11/30/1977 23:59,2
62560,Jonstorp,2,56.931,12.5514,2/1/1964 0:00,12/31/1997 23:59,25
62630,Hallands väderö,2,56.45,12.55,1/1/1961 0:00,6/30/1965 23:59,12
63050,Ljungbyhed,2,56.0752,13.2318,1/1/1951 0:00,7/16/2001 23:59,43
63160,Hästveda Mo,2,56.2799,13.9432,3/1/2010 0:00,10/1/2016 7:00,103
63220,Osby,2,56.38,13.98,5/1/1953 0:00,10/31/1961 23:59,86
63230,Skånes fagerhult,2,56.3666,13.4666,1/1/1965 0:00,5/31/1972 23:59,118
63280,Markaryd,2,56.4595,13.6191,2/1/1997 0:00,9/30/2016 23:59,110
63340,Genevad,2,56.5684,13.0338,1/1/1961 0:00,6/30/2002 23:59,20
63440,Simlångsdalen,2,56.7154,13.1247,1/1/1961 0:00,3/31/1986 23:59,75
63450,Singeshult,2,56.7429,13.3608,1/1/1961 0:00,10/31/1996 23:59,165
63500,Ljungby,2,56.8311,13.948,2/1/1962 0:00,10/31/1971 23:59,140
63510,Ljungby A,2,56.8526,13.8822,8/1/1995 0:00,10/1/2016 7:00,148
63530,Fröslida,2,56.8666,13.0666,1/1/1965 0:00,5/31/1972 23:59,70
63590,Torup A,2,56.9496,13.0625,1/1/2008 0:00,10/1/2016 7:00,130
63600,Torup,2,56.9628,13.0746,7/1/1991 0:00,9/30/2004 23:59,85
63610,Kolleberga,2,56.0666,13.2666,1/1/1961 0:00,9/30/1964 23:59,50
63630,Knäred,2,56.5177,13.3157,7/1/1967 0:00,1/31/1969 23:59,70
64020,Hanö A,2,56.0131,14.8488,12/1/1995 0:00,10/1/2016 7:00,55
64030,Kristianstad,2,56.0133,14.2896,4/1/2004 0:00,9/30/2016 23:59,10
64040,Karpalund,2,56.05,14.1,1/1/1971 0:00,12/31/1974 23:59,4
64130,Karlshamn,2,56.1813,14.8517,1/1/1961 0:00,9/30/2016 23:59,50
64290,Urshult-Kunninge,2,56.4782,14.8024,4/1/1990 0:00,10/31/2005 23:59,145
64320,Tingsryd-Degerhaga,2,56.5376,14.9019,11/1/2007 0:00,9/30/2016 23:59,176
64330,Ekefors,2,56.5546,14.7571,6/1/1970 0:00,12/31/1989 23:59,145
64400,Uråsa,2,56.6833,14.95,4/1/1962 0:00,1/31/1975 23:59,167
64510,Växjö A,2,56.8464,14.8324,8/1/1995 0:00,10/1/2016 7:00,199
64520,Växjö,2,56.8427,14.8176,9/16/2002 0:00,11/30/2006 23:59,170
64560,Växjö-Kronoberg,2,56.9252,14.7333,5/1/1985 0:00,8/31/1995 23:59,182
64600,Rinkaby,2,55.9833,14.2666,11/1/1952 0:00,6/30/1962 23:59,7
64620,Ryd,2,56.45,14.7166,1/1/1965 0:00,8/31/1967 23:59,140
65020,Ungskär,2,56.0419,15.8081,10/1/1972 0:00,1/31/1996 23:59,2
65090,Karlskrona-Söderstj. Mo,2,56.1498,15.5921,3/1/2010 0:00,10/1/2016 7:00,2
65130,Marielund,2,56.2182,15.5331,1/1/1961 0:00,2/28/1978 23:59,25
65160,Ronneby-Bredåkra,2,56.2619,15.2742,1/1/1949 0:00,10/1/2016 7:00,58
65310,Vissefjärda,2,56.5124,15.6235,11/1/1986 0:00,8/31/1992 23:59,114
65360,Rörsbo,2,56.601,15.5192,9/1/1969 0:00,12/31/1976 23:59,140
65450,Lessebo,2,56.7486,15.2747,1/1/1967 0:00,7/31/2006 23:59,170
65510,Kosta Mo,2,56.8403,15.47,3/1/2005 0:00,10/1/2016 7:00,230
65640,Emmaboda,2,56.6333,15.55,1/1/1951 0:00,8/31/1967 23:59,150
65730,Ronneby,2,56.2,15.2833,1/1/1951 0:00,12/31/1960 23:59,10
66040,Ölands Södra Grund,2,56.07,16.68,2/1/1981 0:00,9/30/1993 23:59,1
66110,Ölands Södra Udde A,2,56.1977,16.4036,11/1/1995 0:00,10/1/2016 7:00,2
66120,Ölands Södra Udde,2,56.1957,16.401,1/1/1941 0:00,10/31/1995 23:59,3
66320,Mörbylånga,2,56.5256,16.39,1/1/1962 0:00,1/31/1991 23:59,5
66400,Ölandsbron V,2,56.66694,16.4609,3/1/1996 0:00,10/1/2016 7:00,0
66410,Kalmar,2,56.727,16.2944,10/1/1979 0:00,1/31/1996 23:59,15
66420,Kalmar Flygplats,2,56.6784,16.2922,1/9/1996 12:00,10/1/2016 7:00,6
66470,Ekerum,2,56.7849,16.5812,1/1/1973 0:00,10/31/1973 23:59,40
66500,Skedemosse,2,56.823,16.7337,6/1/1998 0:00,12/31/2011 23:59,25
66600,Ölands södra grund,2,56.0699,16.6799,1/1/1961 0:00,6/30/1970 23:59,23
66630,Ölvingstorp,2,56.6166,16.1166,1/1/1961 0:00,6/30/1967 23:59,15
66640,Kalmar,2,56.67,16.35,1/1/1961 0:00,5/31/1963 23:59,7
68550,Hoburg,2,56.9222,18.1471,1/1/1949 0:00,8/31/2012 23:59,38
68560,Hoburg A,2,56.9213,18.1541,6/1/2009 0:00,10/1/2016 7:00,39
71140,Laesö Ost A,2,57.1834,11.5332,9/1/2004 0:00,3/31/2010 23:59,4
71180,Nidingen,2,57.3025,11.9038,1/1/1982 0:00,6/30/1995 23:59,4
71190,Nidingen A,2,57.304,11.9064,12/15/1995 0:00,10/1/2016 7:00,2
71360,Trubaduren Aut,2,57.596,11.6352,12/1/1978 0:00,6/11/2007 23:59,1
71380,Vinga A,2,57.6324,11.6077,6/1/2007 0:00,10/1/2016 7:00,12
71420,Göteborg A,2,57.7084,11.9939,4/1/1983 0:00,9/30/1995 23:59,23
71430,Torslanda,2,57.7166,11.7833,1/1/1951 0:00,9/30/1977 23:59,3
71470,Säve,2,57.7786,11.8824,1/1/1951 0:00,12/5/2006 23:59,20
71500,Säve-Skålvisered,2,57.8305,11.92,10/1/2002 0:00,1/1/2008 23:59,20
71510,Kärna,2,57.8425,11.8075,1/1/2012 0:00,12/31/2012 23:59,21
72070,Grimeton,2,57.1088,12.394,1/1/1963 0:00,4/30/1976 23:59,35
72080,Varberg,2,57.1084,12.2741,1/1/1951 0:00,8/31/2016 23:59,20
72090,Ullared A,2,57.1136,12.7758,8/1/1995 0:00,10/1/2016 7:00,122
72120,Fagered,2,57.1978,12.8129,1/1/1961 0:00,12/31/2006 23:59,100
72140,Källsjö,2,57.2323,12.7042,10/1/2008 0:00,9/30/2016 23:59,154
72150,Ringhals,2,57.253,12.1032,11/1/1968 0:00,12/31/1981 23:59,10
72160,Ringhals Aut,2,57.2577,12.107,10/1/1980 0:00,9/30/1997 23:59,10
72290,Örby,2,57.4833,12.7,12/1/1974 0:00,9/30/1977 23:59,90
72300,Rossared D,2,57.485,12.1997,1/1/1961 0:00,6/30/1977 23:59,15
72340,Sandsjöbacka,2,57.5571,12.0387,1/1/1979 0:00,6/30/1983 23:59,50
72400,Bollebygd,2,57.661,12.5521,1/1/1961 0:00,12/31/1986 23:59,65
72420,Landvetter Flygplats,2,57.6678,12.2963,10/3/1977 0:00,1/9/1996 23:59,154
72450,Borås,2,57.7611,12.9493,1/1/1961 0:00,9/30/2016 23:59,135
72520,Uddabo,2,57.8701,12.7074,9/1/2003 0:00,3/31/2005 23:59,245
73090,Stora Segerstad,2,57.1461,13.5609,1/1/1961 0:00,7/31/1999 23:59,180
73170,Gislaved,2,57.2847,13.5324,7/1/1972 0:00,11/30/1979 23:59,165
73230,Hestra D,2,57.3915,13.5254,11/1/1973 0:00,1/24/1996 23:59,285
73250,Ambjörnarp,2,57.4166,13.2833,1/1/1949 0:00,11/30/1972 23:59,220
73390,Fägerhult,2,57.6468,13.2369,7/1/2001 0:00,6/30/2010 23:59,170
73430,Dalsjöfors,2,57.722,13.1238,5/1/1959 0:00,10/31/1978 23:59,257
73470,Ulricehamn,2,57.8052,13.4083,5/1/1995 0:00,12/31/2012 23:59,175
73480,Rångedala A,2,57.7848,13.1668,8/1/1995 0:00,9/30/2016 23:59,297
73560,Mullsjö,2,57.9166,13.8833,2/1/1971 0:00,7/31/1971 23:59,240
73570,Molla,2,57.936,13.0668,7/1/1979 0:00,12/31/2001 23:59,190
73610,Kinnared,2,57.0333,13.1166,10/1/1962 0:00,12/31/1962 23:59,100
